1.819210135735849498e-01,1.978608203685427724e-01,2.300089515159638998e-01,1.971962218412890155e-01
2.124876669084280745e-01,2.136017496384058911e-01,2.703985235972888868e-01,2.307134632750098835e-01
2.283407602074860876e-01,2.051478123937887643e-01,1.869858149336516839e-01,2.812812977463045039e-01
2.591892860643548735e-01,2.236715436923020772e-01,2.890445177082676675e-01,2.294118872018999777e-01
2.864269378131683585e-01,3.238663350604852331e-01,2.831309306627494138e-01,2.825777421368705911e-01
2.841084711238572869e-01,2.356770153815077595e-01,3.422398312402814002e-01,2.574515905608045774e-01
3.095714126496517671e-01,3.245286355874895112e-01,3.489767354068393779e-01,3.244777774871733245e-01
3.389380388346884820e-01,3.735749158561847971e-01,3.385122536915536329e-01,3.378532894348120763e-01
1.495228493184218022e-01,1.755400256095807632e-01,1.386995227533776576e-01,2.281462084821034020e-01
1.842792579820992094e-01,1.710352278327271769e-01,9.364951310258562422e-02,2.652118632939496901e-01
8.302756821293398592e-02,1.479818784163199341e-01,7.884596460770498805e-02,2.629596611290692665e-01
1.122895981751217409e-01,8.502296610143331157e-02,6.189998004646450613e-02,2.705485669508211344e-01
2.416424606037211320e-01,1.822462781628976514e-01,2.487346922164643814e-01,3.132656472293623984e-01
1.707676666952043232e-01,2.379395664877860250e-01,2.244942408866190120e-01,3.581049333324403672e-01
3.034311432968235245e-01,3.969002355706688356e-01,3.361777294777170688e-01,3.223531038420968664e-01
3.422767535237702941e-01,4.464450459356443801e-01,3.142860455441980894e-01,3.421285204261954038e-01
7.743362697162040065e-02,8.176703449838738924e-02,7.374464498480859387e-02,1.817825886879722297e-01
7.663730885034311657e-02,5.730612523482082887e-02,6.368942981440188500e-02,1.985160292724125475e-01
2.205437127362621652e-01,3.870506939784013056e-02,1.081561373246181512e-02,3.578810742766929537e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.617443854982617696e-02,2.633555885181596001e-02,2.184801036431986976e-01,4.908288177739204838e-02
1.171758752758659955e-01,6.106203431490309086e-02,5.986567947938660483e-02,1.397384865612283922e-01
1.955029995792409436e-01,2.875803877861159985e-01,3.789489387384832875e-01,2.561028817887002207e-01
3.821931167453135325e-01,3.597039434073279751e-01,6.252394236782731207e-01,3.600964887012806925e-01
6.156992239214958973e-02,6.080031134033182794e-02,5.965404662633358446e-02,1.426988842705199656e-01
3.444726281441670007e-02,2.874231571085514650e-02,1.498736552264197663e-01,4.352091435559501953e-02
2.603849537393570363e-02,1.387620412812051729e-02,1.520870607543174484e-02,1.300949587825200593e-01
8.307559358545109351e-04,7.630730337373477310e-04,1.294754731991455687e-03,1.349116424912447793e-02
5.672033452175508778e-02,2.389807189018360728e-02,6.312814438418639859e-03,1.415458041056345817e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.783640590960064332e-02,1.768591434466412760e-01,4.068755934753925940e-01,1.081185970590098078e-01
2.731362924776261636e-01,3.544313524424549389e-01,7.903231342391935366e-01,3.469986725371864145e-01
2.757493376445678546e-02,1.843509870206359869e-02,5.891108410013806002e-02,8.414115920586258401e-02
5.185147641643676752e-03,1.744334045852102485e-02,8.299825274602720161e-04,6.801512031383241674e-02
8.526397655602438452e-02,1.607903427097190057e-05,1.773633036301544390e-03,2.346947526477976284e-04
