9.822809091848618002e-02,9.734036041232900505e-02,1.407262558651418694e-01,9.724156505799147476e-02
6.210566685028535983e-02,4.639055319159739871e-02,5.119696796142224338e-02,1.159941517844178122e-01
1.348095621773912345e-01,4.843537599000680843e-02,4.712319036790121873e-02,4.833762033446813156e-02
3.377321040116306600e-02,3.095929028970827515e-02,3.623753744948864791e-02,4.865195897271477887e-02
1.887482764794660428e-01,9.097513046794146463e-02,8.501496377937814430e-02,9.475553516622904626e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.540412619371156477e-01,5.634776260836249495e-03,1.910102705859487854e-02,2.077454671559427965e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.171185979915092545e-01,8.916157275471398025e-02,8.674017578276610463e-02,2.675958347252867520e-01
1.376080998852906856e-01,3.130825875940811409e-01,9.969189279477463916e-02,6.536882011160104200e-02
2.553853821542546032e-01,9.032396597595329646e-02,9.153860907111621703e-02,1.201179162580082727e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.580945685772725318e-01,2.579459363780897685e-01,4.347914577677779446e-01,1.754468168805757844e-01
4.129804803465334517e-01,8.196565163252182984e-01,4.109823516597190807e-01,3.468065073656209085e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
